id_ticket,id_cliente,fecha_compra,dia_semana,tienda_nombre,monto_total,medio_pago,es_dia_promocion,es_quincena,es_fin_de_semana,contiene_tecnologia,segmento_arquetipo,es_ingreso_creciente
6335,106,2025-08-29 17:28:25,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",82000,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6336,106,2025-09-04 13:15:56,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",144500,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6337,106,2025-09-05 16:30:23,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",63100,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6338,106,2025-09-06 17:49:15,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",60900,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6339,106,2025-09-12 10:03:22,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",72300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6340,106,2025-09-15 19:38:13,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",83900,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6341,106,2025-09-16 13:09:04,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",100800,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6342,106,2025-09-18 18:10:47,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",275100,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
6343,106,2025-09-22 21:22:33,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",64400,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6344,106,2025-09-23 16:17:05,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",102400,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6345,106,2025-09-30 10:04:23,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",95300,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6346,106,2025-10-02 13:04:58,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",64300,Efectivo,False,False,False,False,endeudado_consumidor,False
6347,106,2025-10-04 12:03:13,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",163300,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6348,106,2025-10-05 08:00:41,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",159100,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6349,106,2025-10-06 19:03:41,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",106200,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6350,106,2025-10-10 20:30:40,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",164400,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6351,106,2025-10-12 09:57:26,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",84400,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
6352,106,2025-10-13 10:47:12,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",160500,Efectivo,False,False,False,False,endeudado_consumidor,False
6353,106,2025-10-17 15:03:19,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",62000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6354,106,2025-10-22 21:23:59,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",65800,Efectivo,True,False,False,False,endeudado_consumidor,False
6355,106,2025-10-23 17:36:53,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",77100,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6356,106,2025-10-25 19:59:33,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",63100,Otras_Tarjetas,False,False,True,False,endeudado_consumidor,False
6357,106,2025-10-28 09:27:56,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",86400,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6358,106,2025-10-29 12:56:20,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",143500,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6359,106,2025-10-30 20:43:45,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",79200,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6360,106,2025-11-04 18:51:42,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",61400,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
6361,106,2025-11-05 12:33:26,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",87200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6362,106,2025-11-08 17:14:12,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",64100,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6363,106,2025-11-11 13:39:02,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",66700,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6364,106,2025-11-12 11:39:56,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",83900,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
6365,106,2025-11-16 16:03:53,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",191600,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6366,106,2025-11-19 11:36:37,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",118100,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
6367,106,2025-11-23 08:25:14,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",72100,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6368,106,2025-11-24 11:49:14,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",85600,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
6369,106,2025-11-28 10:51:41,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",60300,Efectivo,False,False,False,False,endeudado_consumidor,False
6370,106,2025-11-29 13:00:49,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",85300,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6371,106,2025-12-01 17:23:05,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",77800,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6372,106,2025-12-03 20:06:26,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",80200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6373,106,2025-12-04 20:53:10,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",60300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6374,106,2025-12-08 16:25:21,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",106000,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6375,106,2025-12-10 19:46:48,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",111700,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6376,106,2025-12-11 21:38:05,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",151400,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6377,106,2025-12-14 11:31:07,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",106200,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6378,106,2025-12-17 09:54:15,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",78800,Otras_Tarjetas,True,False,False,False,endeudado_consumidor,False
6379,106,2025-12-22 08:42:06,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",66500,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6380,106,2025-12-25 11:45:19,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",161500,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6381,106,2025-12-28 19:49:30,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",361600,Otras_Tarjetas,False,False,True,False,endeudado_consumidor,False
6382,106,2025-12-31 18:51:46,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",86700,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6383,106,2026-01-04 18:05:36,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",323400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6384,106,2026-01-05 21:00:19,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",66900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6385,106,2026-01-07 18:38:57,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",68500,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6386,106,2026-01-12 19:00:31,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",148000,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
6387,106,2026-01-16 09:16:57,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",122100,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6388,106,2026-01-18 18:58:37,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",95800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6389,106,2026-01-22 17:03:03,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",64000,Efectivo,False,False,False,False,endeudado_consumidor,False
6390,106,2026-01-25 13:55:53,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",79900,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6391,106,2026-01-26 10:58:19,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",192100,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6392,106,2026-01-31 16:17:37,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",84800,Otras_Tarjetas,False,True,True,False,endeudado_consumidor,False
6393,106,2026-02-03 20:10:09,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",65200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6394,106,2026-02-06 18:27:03,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",66400,Efectivo,False,False,False,False,endeudado_consumidor,False
6395,106,2026-02-07 19:41:28,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",175700,Efectivo,False,False,True,False,endeudado_consumidor,False
6396,106,2026-02-12 12:40:08,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",60100,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6397,106,2026-02-15 16:14:46,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",96800,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6398,106,2026-02-20 08:13:43,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",64000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6399,106,2026-02-21 19:20:24,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",275000,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6400,106,2026-02-27 13:00:13,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",60800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6401,106,2026-03-03 13:59:53,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",60400,Efectivo,True,False,False,False,endeudado_consumidor,False
6402,106,2026-03-04 21:39:58,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",86100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6403,106,2026-03-10 15:43:58,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",134400,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6404,106,2026-03-12 16:21:43,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",99000,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
6405,106,2026-03-16 18:58:24,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",93800,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6406,106,2026-03-18 17:01:26,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",65100,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
6407,106,2026-03-19 13:34:57,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",213300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6408,106,2026-03-20 18:54:04,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",61400,Efectivo,False,False,False,False,endeudado_consumidor,False
6409,106,2026-03-22 09:39:09,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",100500,Tarjeta_Debito_Banco,False,False,True,False,endeudado_consumidor,False
6410,106,2026-03-23 11:25:32,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",70400,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6411,106,2026-03-25 19:23:29,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",102600,Efectivo,True,False,False,False,endeudado_consumidor,False
6412,106,2026-03-26 09:19:48,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",62800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6413,106,2026-03-29 19:05:17,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",81600,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6414,106,2026-03-30 18:20:57,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",80700,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6415,106,2026-04-09 21:22:03,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",134200,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6416,106,2026-04-10 18:39:59,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",73700,Otras_Tarjetas,False,False,False,False,endeudado_consumidor,False
6417,106,2026-04-12 19:31:26,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",102700,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6418,106,2026-04-13 17:40:47,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",65600,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6419,106,2026-04-14 17:05:54,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",170300,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6420,106,2026-04-22 08:14:21,Miércoles,"Olímpica Super #012 - Av. El Dorado, Bogotá",74500,Efectivo,True,False,False,False,endeudado_consumidor,False
6421,106,2026-04-24 19:51:06,Viernes,"Olímpica Super #012 - Av. El Dorado, Bogotá",62800,Efectivo,False,False,False,False,endeudado_consumidor,False
6422,106,2026-04-26 19:58:50,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",65000,Efectivo,False,False,True,False,endeudado_consumidor,False
6423,106,2026-04-28 13:55:39,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",65200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6424,106,2026-05-04 17:18:24,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",68000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6425,106,2026-05-05 11:42:20,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",81300,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6426,106,2026-05-07 12:25:23,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",103400,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6427,106,2026-05-10 08:29:44,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",69000,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6428,106,2026-05-11 10:43:48,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",381100,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6429,106,2026-05-12 19:21:59,Martes,"Olímpica Super #012 - Av. El Dorado, Bogotá",92300,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6430,106,2026-05-14 12:10:15,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",76900,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6431,106,2026-05-16 19:52:32,Sábado,"Olímpica Super #012 - Av. El Dorado, Bogotá",78700,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6432,106,2026-05-18 13:13:42,Lunes,"Olímpica Super #012 - Av. El Dorado, Bogotá",83600,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6433,106,2026-05-21 12:40:28,Jueves,"Olímpica Super #012 - Av. El Dorado, Bogotá",60800,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6434,106,2026-05-24 09:25:47,Domingo,"Olímpica Super #012 - Av. El Dorado, Bogotá",159800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6435,107,2025-05-29 19:17:42,Jueves,"Olímpica #067 - El Poblado, Medellín",156900,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6436,107,2025-07-01 10:55:48,Martes,"Olímpica #067 - El Poblado, Medellín",164200,Tarjeta_Credito_Banco,True,True,False,False,endeudado_consumidor,False
6437,107,2025-07-10 17:01:15,Jueves,"Olímpica #067 - El Poblado, Medellín",66000,Efectivo,False,False,False,False,endeudado_consumidor,False
6438,107,2025-07-20 11:16:33,Domingo,"Olímpica #067 - El Poblado, Medellín",298600,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6439,107,2025-07-27 11:45:43,Domingo,"Olímpica #067 - El Poblado, Medellín",65600,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6440,107,2025-09-11 13:15:57,Jueves,"Olímpica #067 - El Poblado, Medellín",85000,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6441,107,2025-09-24 12:32:42,Miércoles,"Olímpica #067 - El Poblado, Medellín",139400,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6442,107,2025-10-31 18:54:20,Viernes,"Olímpica #067 - El Poblado, Medellín",116300,Tarjeta_Debito_Banco,False,True,False,False,endeudado_consumidor,False
6443,107,2025-11-01 11:57:56,Sábado,"Olímpica #067 - El Poblado, Medellín",85200,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6444,107,2025-11-14 13:56:22,Viernes,"Olímpica #067 - El Poblado, Medellín",82100,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6445,107,2025-11-16 20:15:30,Domingo,"Olímpica #067 - El Poblado, Medellín",84600,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6446,107,2026-02-01 16:21:52,Domingo,"Olímpica #067 - El Poblado, Medellín",155900,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6447,107,2026-02-10 17:09:30,Martes,"Olímpica #067 - El Poblado, Medellín",63200,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6448,107,2026-02-14 18:21:41,Sábado,"Olímpica #067 - El Poblado, Medellín",131300,Tarjeta_Credito_Banco,False,True,True,False,endeudado_consumidor,False
6449,107,2026-04-09 18:24:56,Jueves,"Olímpica #067 - El Poblado, Medellín",150600,Efectivo,False,False,False,False,endeudado_consumidor,False
6450,107,2026-05-04 12:08:19,Lunes,"Olímpica #067 - El Poblado, Medellín",65300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6451,107,2026-05-23 16:59:46,Sábado,"Olímpica #067 - El Poblado, Medellín",173300,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6452,108,2025-06-27 12:33:15,Viernes,"Olímpica #078 - Gran Centro, Medellín",205500,Tarjeta_Credito_Banco,False,False,False,False,ahorrador_inversionista,False
6453,108,2025-07-31 11:44:09,Jueves,"Olímpica #078 - Gran Centro, Medellín",262500,Tarjeta_Debito_Banco,False,True,False,False,ahorrador_inversionista,False
6454,108,2025-08-11 10:24:18,Lunes,"Olímpica #078 - Gran Centro, Medellín",293100,Tarjeta_Debito_Banco,False,False,False,False,ahorrador_inversionista,False
6455,108,2025-09-11 19:47:36,Jueves,"Olímpica #078 - Gran Centro, Medellín",203200,Tarjeta_Debito_Banco,False,False,False,False,ahorrador_inversionista,False
6456,108,2025-09-20 13:39:32,Sábado,"Olímpica #078 - Gran Centro, Medellín",674800,Tarjeta_Credito_Banco,False,False,True,False,ahorrador_inversionista,False
6457,108,2025-10-16 20:36:08,Jueves,"Olímpica #078 - Gran Centro, Medellín",267000,Tarjeta_Debito_Banco,False,True,False,False,ahorrador_inversionista,False
6458,108,2025-10-29 09:37:01,Miércoles,"Olímpica #078 - Gran Centro, Medellín",267500,Tarjeta_Debito_Banco,True,True,False,False,ahorrador_inversionista,False
6459,108,2025-11-05 13:06:04,Miércoles,"Olímpica #078 - Gran Centro, Medellín",224700,Otras_Tarjetas,True,False,False,False,ahorrador_inversionista,False
6460,108,2025-11-11 12:00:50,Martes,"Olímpica #078 - Gran Centro, Medellín",224800,Efectivo,True,False,False,False,ahorrador_inversionista,False
6461,108,2026-01-06 12:10:27,Martes,"Olímpica #078 - Gran Centro, Medellín",263100,Tarjeta_Credito_Banco,True,False,False,False,ahorrador_inversionista,False
6462,108,2026-01-20 15:39:42,Martes,"Olímpica #078 - Gran Centro, Medellín",209700,Tarjeta_Credito_Banco,True,False,False,False,ahorrador_inversionista,False
6463,108,2026-02-18 11:50:52,Miércoles,"Olímpica #078 - Gran Centro, Medellín",202900,Tarjeta_Debito_Banco,True,False,False,False,ahorrador_inversionista,False
6464,108,2026-03-27 13:59:23,Viernes,"Olímpica #078 - Gran Centro, Medellín",205400,Tarjeta_Debito_Banco,False,False,False,False,ahorrador_inversionista,False
6465,108,2026-04-03 12:41:31,Viernes,"Olímpica #078 - Gran Centro, Medellín",282600,Tarjeta_Debito_Banco,False,False,False,False,ahorrador_inversionista,False
6466,108,2026-04-23 15:46:38,Jueves,"Olímpica #078 - Gran Centro, Medellín",236700,Tarjeta_Debito_Banco,False,False,False,False,ahorrador_inversionista,False
6467,108,2026-04-26 15:35:21,Domingo,"Olímpica #078 - Gran Centro, Medellín",303200,Tarjeta_Credito_Banco,False,False,True,False,ahorrador_inversionista,False
6468,108,2026-05-21 13:28:56,Jueves,"Olímpica #078 - Gran Centro, Medellín",202800,Tarjeta_Credito_Banco,False,False,False,False,ahorrador_inversionista,False
6469,109,2025-05-27 10:23:19,Martes,"Olímpica #063 - Parque Arboleda, Pereira",98700,Tarjeta_Debito_Banco,True,False,False,False,endeudado_consumidor,False
6470,109,2025-06-23 12:19:03,Lunes,"Olímpica #063 - Parque Arboleda, Pereira",74900,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6471,109,2025-07-20 12:50:28,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",60700,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6472,109,2025-08-04 16:36:30,Lunes,"Olímpica #063 - Parque Arboleda, Pereira",150400,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6473,109,2025-08-11 09:13:45,Lunes,"Olímpica #063 - Parque Arboleda, Pereira",60500,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6474,109,2025-09-20 13:58:16,Sábado,"Olímpica #063 - Parque Arboleda, Pereira",65200,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6475,109,2025-10-12 17:25:56,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",63800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6476,109,2025-10-29 13:59:28,Miércoles,"Olímpica #063 - Parque Arboleda, Pereira",96600,Otras_Tarjetas,True,True,False,False,endeudado_consumidor,False
6477,109,2025-11-23 19:44:12,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",168400,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6478,109,2025-12-05 15:31:47,Viernes,"Olímpica #063 - Parque Arboleda, Pereira",147500,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6479,109,2025-12-11 12:04:07,Jueves,"Olímpica #063 - Parque Arboleda, Pereira",103000,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6480,109,2025-12-13 13:56:42,Sábado,"Olímpica #063 - Parque Arboleda, Pereira",243300,Efectivo,False,False,True,False,endeudado_consumidor,False
6481,109,2025-12-23 18:46:03,Martes,"Olímpica #063 - Parque Arboleda, Pereira",134100,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6482,109,2026-01-03 09:56:53,Sábado,"Olímpica #063 - Parque Arboleda, Pereira",137100,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6483,109,2026-02-02 08:05:04,Lunes,"Olímpica #063 - Parque Arboleda, Pereira",92500,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6484,109,2026-02-13 21:34:22,Viernes,"Olímpica #063 - Parque Arboleda, Pereira",102600,Tarjeta_Debito_Banco,False,False,False,False,endeudado_consumidor,False
6485,109,2026-02-15 11:38:50,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",76800,Otras_Tarjetas,False,True,True,False,endeudado_consumidor,False
6486,109,2026-02-22 12:23:59,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",60700,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6487,109,2026-04-16 11:15:41,Jueves,"Olímpica #063 - Parque Arboleda, Pereira",78600,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6488,109,2026-05-07 18:18:14,Jueves,"Olímpica #063 - Parque Arboleda, Pereira",157200,Efectivo,False,False,False,False,endeudado_consumidor,False
6489,109,2026-05-12 18:03:11,Martes,"Olímpica #063 - Parque Arboleda, Pereira",321000,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6490,109,2026-05-24 15:26:55,Domingo,"Olímpica #063 - Parque Arboleda, Pereira",70200,Efectivo,False,False,True,False,endeudado_consumidor,False
6491,110,2025-05-24 21:36:16,Sábado,"Olímpica #078 - Gran Centro, Medellín",87800,Tarjeta_Credito_Banco,False,False,True,False,endeudado_consumidor,False
6492,110,2025-05-26 11:36:38,Lunes,"Olímpica #078 - Gran Centro, Medellín",203000,Efectivo,False,False,False,False,endeudado_consumidor,False
6493,110,2025-05-27 12:11:25,Martes,"Olímpica #078 - Gran Centro, Medellín",108700,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6494,110,2025-05-29 08:13:54,Jueves,"Olímpica #078 - Gran Centro, Medellín",84100,Tarjeta_Credito_Banco,False,True,False,False,endeudado_consumidor,False
6495,110,2025-06-02 12:44:36,Lunes,"Olímpica #078 - Gran Centro, Medellín",80300,Tarjeta_Credito_Banco,False,False,False,False,endeudado_consumidor,False
6496,110,2025-06-03 20:57:07,Martes,"Olímpica #078 - Gran Centro, Medellín",112400,Tarjeta_Credito_Banco,True,False,False,False,endeudado_consumidor,False
6497,110,2025-06-06 21:07:46,Viernes,"Olímpica #078 - Gran Centro, Medellín",67700,Efectivo,False,False,False,False,endeudado_consumidor,False
